id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
11530,"Panshi","China","CHN","Asia",42.94186,126.0512,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11531,"Louxing","China","CHN","Asia",27.74125,111.9882,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11532,"Guoyang","China","CHN","Asia",33.5234,116.2169,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11533,"Liwa","Indonesia","IDN","Asia",-5.018904,104.0807,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11534,"Dengfeng","China","CHN","Asia",38.80525,121.257,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
11535,"Fuyang","China","CHN","Asia",32.899,115.816,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11536,"Huaibin","China","CHN","Asia",32.46275,115.4109,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11537,"Yueyang","China","CHN","Asia",29.37889,113.1329,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11538,"Wufengpu","China","CHN","Asia",26.88805,111.4711,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11539,"Benxi Manchu Autonomous County","China","CHN","Asia",41.30285,124.1173,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
11540,"Dalian","China","CHN","Asia",38.99841,121.6392,0,1,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Compact"
11541,"Wuming","China","CHN","Asia",33.03758,115.913,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11542,"Pulandian","China","CHN","Asia",39.39743,121.9423,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
11543,"Shaodong","China","CHN","Asia",27.24751,111.736,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11544,"???","China","CHN","Asia",34.84372,117.5473,0,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11545,"Funan","China","CHN","Asia",32.62928,115.5881,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11546,"Wuxuan","China","CHN","Asia",23.60166,109.6562,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11547,"Batam City","Indonesia","IDN","Asia",1.102073,103.9802,0,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Compact"
11548,"Honghu","China","CHN","Asia",29.82171,113.4677,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11549,"Wuhan","China","CHN","Asia",30.55372,114.2947,1,0,1,0,0,0,0,0,"UMIC","2. Between 5 and 10 million","Sprawl"
11550,"Meihekou","China","CHN","Asia",42.52726,125.679,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11551,"Huaibei","China","CHN","Asia",33.9362,116.7902,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11552,"Xiaoxian","China","CHN","Asia",34.1884,116.9594,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11553,"Changyi","China","CHN","Asia",36.85151,119.3937,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11554,"???","China","CHN","Asia",26.40033,111.2917,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11555,"Hengxian","China","CHN","Asia",22.69189,109.2716,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11556,"???","China","CHN","Asia",34.04837,116.8415,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11557,"Xin","China","CHN","Asia",31.63529,114.8744,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11558,"Hong'an","China","CHN","Asia",31.28469,114.607,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11559,"Chaudok City","Vietnam","VNM","Asia",10.70858,105.1418,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11560,"Mandurah","Australia","AUS","Oceania",-32.54521,115.7048,0,1,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
11561,"Xuzhou","China","CHN","Asia",34.26297,117.2029,1,0,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Sprawl"
11562,"Feixian","China","CHN","Asia",35.26887,117.9839,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11563,"Yueyang","China","CHN","Asia",29.14056,113.1189,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11564,"Quanzhou","China","CHN","Asia",25.9366,111.0678,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11565,"Baturaja","Indonesia","IDN","Asia",-4.122575,104.1763,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11566,"Jiaohe","China","CHN","Asia",43.72073,127.3323,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11567,"Sangyuan Wangjia","China","CHN","Asia",37.65406,120.3136,0,1,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11568,"Huangpi","China","CHN","Asia",30.87919,114.3604,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11569,"???","China","CHN","Asia",30.72271,114.2449,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11570,"Baoshan","China","CHN","Asia",46.56591,131.4027,1,0,0,1,0,1,0,0,"UMIC","6. Lesser than 100,000","Compact"
11571,"Ningxiang","China","CHN","Asia",28.25612,112.5599,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11572,"Kampong Cham","Cambodia","KHM","Asia",11.98795,105.4622,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11573,"Sng ??c","Vietnam","VNM","Asia",9.036169,104.828,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11574,"Lixin","China","CHN","Asia",33.13811,116.1787,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11575,"Guigang","China","CHN","Asia",23.11433,109.6057,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11576,"Ci ?i Vm","Vietnam","VNM","Asia",8.857404,104.8063,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11577,"Anqiu","China","CHN","Asia",36.47608,119.1801,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11578,"Baiyun","China","CHN","Asia",29.50054,113.4078,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11579,"Tn Chu","Vietnam","VNM","Asia",10.7813,105.2475,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11580,"M? ??c","Vietnam","VNM","Asia",10.6464,105.2058,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11581,"Huinan","China","CHN","Asia",42.68679,126.0415,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11582,"Xiangyin","China","CHN","Asia",28.68195,112.8799,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11583,"R?ch Gi","Vietnam","VNM","Asia",9.97571,105.1068,0,1,0,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11584,"Lingshan","China","CHN","Asia",22.39117,109.2847,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11585,"Prabumulih","Indonesia","IDN","Asia",-3.422353,104.2454,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
11586,"Laizhou","China","CHN","Asia",37.19382,119.9452,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11587,"Lipu","China","CHN","Asia",24.49087,110.3953,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11588,"Hong Ngu","Vietnam","VNM","Asia",10.55711,105.273,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11589,"????","China","CHN","Asia",36.42446,119.2207,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11590,"???","China","CHN","Asia",35.77644,118.627,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11591,"Xiuyan","China","CHN","Asia",40.27248,123.2822,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11592,"???","China","CHN","Asia",35.5444,118.4625,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11593,"Miluo","China","CHN","Asia",28.80309,113.0731,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11594,"Shuangfeng","China","CHN","Asia",27.46203,112.2,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11595,"Yongzhou","China","CHN","Asia",26.44681,111.5951,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11596,"Jiawang","China","CHN","Asia",34.42868,117.4499,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11597,"Jiayu","China","CHN","Asia",29.9742,113.9021,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11598,"Ni S?p","Vietnam","VNM","Asia",10.26745,105.264,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11599,"Linyi","China","CHN","Asia",35.09169,118.2943,0,0,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Sprawl"
11600,"Wangcheng","China","CHN","Asia",28.34447,112.8265,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11601,"An Chau","Vietnam","VNM","Asia",10.45599,105.3617,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11602,"Longkou","China","CHN","Asia",37.63464,120.5168,0,1,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11603,"Dong Ha","Vietnam","VNM","Asia",16.81069,107.1,0,1,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11604,"Ci N??c","Vietnam","VNM","Asia",8.938657,105.0142,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11605,"Liuhe","China","CHN","Asia",42.2797,125.7403,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11606,"Xinshi","China","CHN","Asia",28.78109,113.1466,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11607,"An Long","Vietnam","VNM","Asia",10.67923,105.3849,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11608,"Gushi","China","CHN","Asia",32.1911,115.6657,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11609,"Rockingham","Australia","AUS","Oceania",-32.30843,115.7391,0,1,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
11610,"Mengcheng","China","CHN","Asia",33.27338,116.5448,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11611,"Penglai","China","CHN","Asia",37.8048,120.7575,0,1,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11612,"Ca Mau","Vietnam","VNM","Asia",9.178288,105.1691,0,1,0,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11613,"Jiangxia","China","CHN","Asia",30.34686,114.2973,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11614,"Xiangxiang","China","CHN","Asia",27.73675,112.5182,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11615,"Boli","China","CHN","Asia",45.75824,130.5728,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
11616,"Shangcheng","China","CHN","Asia",31.80636,115.3952,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11617,"Bancheng","China","CHN","Asia",35.2392,118.297,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11618,"Yangluo","China","CHN","Asia",30.6839,114.5674,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11619,"Guanyang","China","CHN","Asia",25.48607,111.1449,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11620,"Beihai","China","CHN","Asia",21.48028,109.1524,0,1,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11621,"Huadian","China","CHN","Asia",42.97266,126.743,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11622,"Chibi","China","CHN","Asia",29.72754,113.8921,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11623,"Qiyang","China","CHN","Asia",26.59921,111.8359,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11624,"Long Xuyen","Vietnam","VNM","Asia",10.32836,105.4926,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
11625,"Gi?ng Ri?ng","Vietnam","VNM","Asia",9.90747,105.3146,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11626,"Changsha","China","CHN","Asia",28.18406,113.0044,1,0,1,0,0,0,0,0,"UMIC","3. Between 1 and 5 million","Sprawl"
11627,"Lingling","China","CHN","Asia",26.22495,111.6176,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11628,"Khabarovsk","Russia","RUS","Europe",48.46737,135.0921,1,0,0,1,0,1,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11629,"Pengujan","Indonesia","IDN","Asia",.9997464,104.3801,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11630,"Zhaoyuan","China","CHN","Asia",37.36587,120.4133,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11631,"???","China","CHN","Asia",34.85732,118.0425,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11632,"Suzhou","China","CHN","Asia",33.62753,116.9807,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11633,"Macheng","China","CHN","Asia",31.18224,115.0063,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11634,"Guiping","China","CHN","Asia",23.36601,110.0726,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11635,"Mengshan","China","CHN","Asia",24.20381,110.5145,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11636,"??m D?i","Vietnam","VNM","Asia",8.993913,105.1964,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11637,"Pubei","China","CHN","Asia",22.27316,109.5468,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11638,"Tanjung Pinang","Indonesia","IDN","Asia",.9179666,104.4574,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11639,"Xinzhou","China","CHN","Asia",30.84231,114.8033,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
11640,"Perth","Australia","AUS","Oceania",-31.94517,115.8451,0,1,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
11641,"Zhuanghe","China","CHN","Asia",39.69872,122.9845,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
11642,"Pingdu","China","CHN","Asia",36.77329,119.9543,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11643,"Qidong","China","CHN","Asia",26.78669,112.1171,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11644,"Sidogede","Indonesia","IDN","Asia",-4.106402,104.6577,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11645,"Xinxing","China","CHN","Asia",45.80852,130.882,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
11646,"Yingshan","China","CHN","Asia",32.64818,116.2713,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11647,"Kalibening","Indonesia","IDN","Asia",-5.369187,104.7761,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11648,"Juxian","China","CHN","Asia",35.5867,118.8438,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11649,"Xingye","China","CHN","Asia",22.74083,109.8818,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
11650,"Huarong","China","CHN","Asia",30.54111,114.7248,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11651,"Cao Lanh","Vietnam","VNM","Asia",10.45587,105.652,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11652,"Tanjung Pering","Indonesia","IDN","Asia",-3.203122,104.6512,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11653,"Palembang","Indonesia","IDN","Asia",-2.967116,104.7487,0,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
11654,"Xiangtan","China","CHN","Asia",27.85819,112.9236,1,0,1,0,0,0,0,0,"UMIC","4. Between 500,000 and 1 million","Sprawl"
11655,"Th?i Lai","Vietnam","VNM","Asia",10.0916,105.5947,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11656,"Jiujie","China","CHN","Asia",30.82998,114.9179,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
11657,"Gia Rai","Vietnam","VNM","Asia",9.23854,105.4577,0,1,0,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
11658,"Indralaya","Indonesia","IDN","Asia",-3.25866,104.6782,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11659,"Tongcheng","China","CHN","Asia",29.25267,113.8109,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11660,"???","China","CHN","Asia",23.54622,110.398,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11661,"Gnh Ho","Vietnam","VNM","Asia",9.032105,105.4155,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
11662,"Gaodu","China","CHN","Asia",34.94136,118.3527,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11663,"Xianning","China","CHN","Asia",29.85625,114.3103,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11664,"Chongyang","China","CHN","Asia",29.53024,114.0344,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11665,"Hengyang","China","CHN","Asia",26.96815,112.3792,1,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11666,"Qitaihe","China","CHN","Asia",45.77469,131.0189,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
11667,"Linkou","China","CHN","Asia",45.28952,130.264,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
11668,"Long M?","Vietnam","VNM","Asia",9.681093,105.5655,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
11669,"Zucheng","China","CHN","Asia",35.99985,119.4053,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11670,"Kotabumi","Indonesia","IDN","Asia",-4.838217,104.8905,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
11671,"Gaomi","China","CHN","Asia",36.36473,119.7568,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
11672,"Tuanfeng","China","CHN","Asia",30.6342,114.877,1,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
