id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
7057,"Lachhmangarh","India","IND","Asia",27.36576,76.86423,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7058,"Narayangaon","India","IND","Asia",19.11679,73.97582,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7059,"Manchar","India","IND","Asia",19.0155,73.94875,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7060,"Lakheri","India","IND","Asia",25.66161,76.18333,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7061,"Meerut","India","IND","Asia",28.98586,77.69905,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7062,"Sakrai","India","IND","Asia",26.91763,76.6892,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7063,"Modinagar","India","IND","Asia",28.83021,77.57417,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7064,"Prithla","India","IND","Asia",28.23194,77.29465,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7065,"Bamanwas","India","IND","Asia",26.55735,76.56173,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7066,"Sawai Madhopur","India","IND","Asia",26.01373,76.36351,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7067,"Daurala","India","IND","Asia",29.12515,77.70963,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7068,"Gandhwani","India","IND","Asia",22.34011,75.00774,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7069,"Barwani","India","IND","Asia",22.03512,74.90694,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7070,"Laksar","India","IND","Asia",29.74722,78.0285,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7071,"Mandawar","India","IND","Asia",27.15369,76.84759,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7072,"Pahari","India","IND","Asia",27.70867,77.08863,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7073,"Govindgarh","India","IND","Asia",27.49865,76.99586,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7074,"Nagda","India","IND","Asia",23.44889,75.41225,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7075,"Sangamner","India","IND","Asia",19.58235,74.20158,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7076,"Morana","India","IND","Asia",29.50054,77.9334,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7077,"Palwal","India","IND","Asia",28.14895,77.33167,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7078,"Suwasra","India","IND","Asia",24.07074,75.64912,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7079,"Gangdhar","India","IND","Asia",23.94038,75.6099,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7080,"Dadri","India","IND","Asia",28.53588,77.52925,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7081,"Rishikesh","India","IND","Asia",30.08707,78.27538,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7082,"Punhana","India","IND","Asia",27.87223,77.20699,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7083,"Sikari","India","IND","Asia",27.57739,77.0742,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7084,"Malegaon","India","IND","Asia",20.55316,74.52849,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Compact"
7085,"Greater Noida","India","IND","Asia",28.46084,77.52705,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7086,"Fukang","China","CHN","Asia",44.14973,87.98352,0,0,0,1,1,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
7087,"Todabhim","India","IND","Asia",26.91763,76.81239,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7088,"Bhawani Mandi","India","IND","Asia",24.40957,75.82756,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7089,"Manmad","India","IND","Asia",20.25375,74.43941,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7090,"Bhor","India","IND","Asia",18.14692,73.8437,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7091,"Devrukh","India","IND","Asia",17.08064,73.60548,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7092,"Manawar","India","IND","Asia",22.23532,75.0834,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7093,"New Tehri","India","IND","Asia",30.37741,78.43636,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7094,"Muthiyani","India","IND","Asia",28.59773,77.60743,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7095,"Aurangabad","India","IND","Asia",28.03144,77.33875,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7096,"Lanja","India","IND","Asia",16.85921,73.54926,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7097,"Suket","India","IND","Asia",24.64264,75.98273,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7098,"Anjad","India","IND","Asia",22.04054,75.0464,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7099,"Mahwa","India","IND","Asia",27.05002,76.93372,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7100,"Nival","India","IND","Asia",21.68133,74.92087,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7101,"Miranpur","India","IND","Asia",29.29029,77.94556,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7102,"Nagar","India","IND","Asia",27.42416,77.09676,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7103,"Gangapur","India","IND","Asia",26.48229,76.73059,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7104,"Kherli","India","IND","Asia",27.20757,77.04198,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7105,"Shirpur","India","IND","Asia",21.34928,74.8797,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7106,"Yeola","India","IND","Asia",20.04319,74.48412,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7107,"Shikrapur","India","IND","Asia",18.67415,74.10896,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7108,"Hapur","India","IND","Asia",28.73397,77.78587,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7109,"Dhule","India","IND","Asia",20.89443,74.76838,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7110,"Mawana","India","IND","Asia",29.09488,77.91959,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7111,"Hodal","India","IND","Asia",27.89441,77.37783,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7112,"Itawa","India","IND","Asia",25.54074,76.3812,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7113,"Dhar","India","IND","Asia",22.59947,75.31145,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7114,"Saswad","India","IND","Asia",18.34882,74.02683,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7115,"Sikandarabad","India","IND","Asia",28.46515,77.67786,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7116,"Kaman","India","IND","Asia",27.64938,77.27238,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7117,"Pipaliya","India","IND","Asia",24.51793,76.02435,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7118,"Kopargaon","India","IND","Asia",19.89352,74.48296,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7119,"Mehidpur","India","IND","Asia",23.48511,75.65986,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7120,"N/A","India","IND","Asia",21.94037,75.131,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7121,"Shirdi","India","IND","Asia",19.76966,74.47353,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7122,"Bijnor","India","IND","Asia",29.38091,78.1364,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7123,"Sri Mahaveer Ji","India","IND","Asia",26.6955,76.91055,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7124,"Sapotra","India","IND","Asia",26.29726,76.74641,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7125,"Tianshan","China","CHN","Asia",41.76857,86.13998,1,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
7126,"Kiratpur","India","IND","Asia",29.50291,78.19793,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7127,"Jewar","India","IND","Asia",28.1224,77.56212,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7128,"Nandgaon","India","IND","Asia",20.30722,74.65601,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7129,"Loni","India","IND","Asia",19.58171,74.46066,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7130,"Ghansali","India","IND","Asia",30.42875,78.65887,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7131,"Sendhwa","India","IND","Asia",21.68648,75.09803,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7132,"Gulavthi","India","IND","Asia",28.58092,77.78884,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7133,"Kosi Kalan","India","IND","Asia",27.78614,77.43714,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7134,"Mau","India","IND","Asia",26.82048,77.01232,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7135,"Najibabad","India","IND","Asia",29.61283,78.32748,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7136,"Nadbai","India","IND","Asia",27.21433,77.20368,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7137,"Jhalawar","India","IND","Asia",24.59287,76.16215,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7138,"Karegaon","India","IND","Asia",18.77989,74.27625,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7139,"Satara","India","IND","Asia",17.68649,74.01386,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7140,"Deeg","India","IND","Asia",27.47261,77.32543,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7141,"Hindaun","India","IND","Asia",26.74922,77.02847,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7142,"Jejuri","India","IND","Asia",18.26815,74.16804,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7143,"Jhalrapatan","India","IND","Asia",24.54221,76.18229,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7144,"Kali Devi","India","IND","Asia",26.33942,76.89455,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7145,"Bulandshahr","India","IND","Asia",28.4046,77.84113,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7146,"Chhata","India","IND","Asia",27.71884,77.50304,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7147,"Kankavali","India","IND","Asia",16.26875,73.71272,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7148,"Singhawali","India","IND","Asia",28.76539,77.99739,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7149,"Kudal","India","IND","Asia",16.00046,73.6868,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7150,"Karauli","India","IND","Asia",26.49716,77.02236,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7151,"Sheopur","India","IND","Asia",25.67301,76.69315,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7152,"N/A","India","IND","Asia",22.62391,75.60059,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7153,"Shrirampur","India","IND","Asia",19.61848,74.64752,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7154,"Yanqi","China","CHN","Asia",42.06404,86.56984,1,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Sprawl"
7155,"Kotdwar","India","IND","Asia",29.74392,78.50854,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7156,"Govardhan","India","IND","Asia",27.50044,77.46708,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7157,"Kumher","India","IND","Asia",27.315,77.37914,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7158,"Ujjain","India","IND","Asia",23.17525,75.79787,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7159,"Amalner","India","IND","Asia",21.04291,75.06307,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7160,"Vaijapur","India","IND","Asia",19.92614,74.72491,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7161,"Baran","India","IND","Asia",25.09853,76.50838,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7162,"Srinagar","India","IND","Asia",30.22613,78.79874,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7163,"Khurja","India","IND","Asia",28.2389,77.84652,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7164,"Baroda","India","IND","Asia",25.49168,76.65771,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7165,"N/A","India","IND","Asia",22.21597,75.47302,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7166,"Chandpur","India","IND","Asia",29.13865,78.28175,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7167,"Garhmuktesar","India","IND","Asia",28.78665,78.08847,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7168,"Balwadi","India","IND","Asia",21.44297,75.22185,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7169,"Agar","India","IND","Asia",23.71819,76.0127,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7170,"Nagina","India","IND","Asia",29.44073,78.42921,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7171,"Bayana","India","IND","Asia",26.91657,77.28994,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7172,"Supe","India","IND","Asia",18.95821,74.51997,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7173,"Pauri","India","IND","Asia",30.14054,78.78061,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7174,"Nahtaur","India","IND","Asia",29.32509,78.38569,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7175,"Rahuri","India","IND","Asia",19.39202,74.64777,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7176,"Siyana","India","IND","Asia",28.62937,78.06424,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7177,"Pithampur","India","IND","Asia",22.61406,75.689,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7178,"Parola","India","IND","Asia",20.87649,75.11559,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7179,"Chalisgaon","India","IND","Asia",20.46439,75.01067,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7180,"Dhanaura","India","IND","Asia",28.9602,78.25409,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7181,"N/A","India","IND","Asia",28.08168,77.84682,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7182,"Uchain","India","IND","Asia",27.0937,77.41069,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7183,"Vrindavan","India","IND","Asia",27.5691,77.66631,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7184,"Bharatpur","India","IND","Asia",27.21826,77.49707,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7185,"Sawantwadi","India","IND","Asia",15.90194,73.82426,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7186,"Gajraula","India","IND","Asia",28.83122,78.24872,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7187,"Mathura","India","IND","Asia",27.49672,77.66207,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7188,"Karad","India","IND","Asia",17.28744,74.18394,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7189,"Khair","India","IND","Asia",27.94114,77.84146,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7190,"Indore","India","IND","Asia",22.68108,75.84162,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7191,"Maheshwar","India","IND","Asia",22.17278,75.58599,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7192,"Panaji","India","IND","Asia",15.49265,73.8215,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7193,"Chopda","India","IND","Asia",21.24353,75.29919,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7194,"Noorpur","India","IND","Asia",29.14975,78.40717,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7195,"Shikarpur","India","IND","Asia",28.27686,78.00706,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7196,"Mant","India","IND","Asia",27.63667,77.71312,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7197,"Ahmadnagar","India","IND","Asia",19.11228,74.73027,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7198,"Dhampur","India","IND","Asia",29.30437,78.51205,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7199,"N/A","India","IND","Asia",18.403,74.52013,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7200,"Jahangirabad","India","IND","Asia",28.40422,78.1066,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7201,"Gabhana","India","IND","Asia",28.05199,77.95743,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7202,"Vasco da Gama","India","IND","Asia",15.39184,73.83245,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7203,"Phaltan","India","IND","Asia",17.98446,74.43534,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7204,"Hasanpur","India","IND","Asia",28.72591,78.28444,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7205,"N/A","India","IND","Asia",28.61456,78.25227,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7206,"Gonda","India","IND","Asia",27.8379,77.88036,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7207,"Gokul","India","IND","Asia",27.4,77.69185,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7208,"Sherkot","India","IND","Asia",29.32539,78.57514,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7209,"Daund","India","IND","Asia",18.45279,74.5754,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7210,"Pahasu","India","IND","Asia",28.17218,78.06205,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7211,"Khargone","India","IND","Asia",21.82375,75.61338,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7212,"Bhadgaon","India","IND","Asia",20.66551,75.23364,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7213,"Islampur","India","IND","Asia",17.05619,74.26321,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7214,"Kodoli","India","IND","Asia",16.86411,74.21172,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7215,"Jirapur","India","IND","Asia",24.01422,76.36978,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7216,"Kannad","India","IND","Asia",20.26204,75.13359,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7217,"Bhagwanpur","India","IND","Asia",21.61341,75.55313,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7218,"Kolhapur","India","IND","Asia",16.69158,74.24285,1,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7219,"Seohara","India","IND","Asia",29.19623,78.60788,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7220,"Dewas","India","IND","Asia",22.9561,76.04009,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7221,"Amroha","India","IND","Asia",28.89491,78.46941,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7222,"Rupbas","India","IND","Asia",26.99368,77.5947,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7223,"Aklera","India","IND","Asia",24.41087,76.56438,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7224,"Baramati","India","IND","Asia",18.16774,74.58991,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7225,"Mudhaltitta","India","IND","Asia",16.41756,74.14243,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7226,"Shrigonda","India","IND","Asia",18.61429,74.69603,1,0,0,1,0,0,1,0,"LMIC","6. Lesser than 100,000","Sprawl"
7227,"Aligarh","India","IND","Asia",27.90367,78.0816,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
7228,"N/A","India","IND","Asia",21.62589,75.59892,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7229,"Joya","India","IND","Asia",28.83698,78.47111,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7230,"Iglas","India","IND","Asia",27.70867,77.93859,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7231,"Fatehpur Sikri","India","IND","Asia",27.09828,77.67312,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7232,"Baseri","India","IND","Asia",26.74568,77.54036,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7233,"Margao","India","IND","Asia",15.2523,73.94909,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
7234,"Sahaspur","India","IND","Asia",29.12066,78.61668,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7235,"Anupshahr","India","IND","Asia",28.35963,78.2617,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7236,"Pachora","India","IND","Asia",20.66323,75.34834,1,0,0,1,0,0,1,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7237,"N/A","India","IND","Asia",16.76233,74.28097,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7238,"N/A","India","IND","Asia",28.01329,78.12998,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7239,"N/A","India","IND","Asia",21.69797,75.66757,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7240,"Chhipabarod","India","IND","Asia",24.62216,76.70988,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7241,"Shajapur","India","IND","Asia",23.42338,76.28046,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7242,"Kanth","India","IND","Asia",29.07352,78.63034,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7243,"Dibai","India","IND","Asia",28.21225,78.23849,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7244,"N/A","India","IND","Asia",25.49168,77.06167,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7245,"Gokul Shirgaon","India","IND","Asia",16.64131,74.28654,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7246,"Ponda","India","IND","Asia",15.39868,74.00914,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7247,"Sabalgarh","India","IND","Asia",26.25089,77.41045,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
7248,"Jalgaon","India","IND","Asia",21.00044,75.55956,1,0,0,1,0,0,1,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
7249,"Chamoli Gopeshwar","India","IND","Asia",30.41163,79.31738,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
7250,"Kiraoli","India","IND","Asia",27.13738,77.78516,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
7251,"Moradabad","India","IND","Asia",28.82747,78.74344,1,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
