id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
7033,"Roorkee","India","All Classes",29.85777,77.88678,1.016358,1.012991,.5332613,,.9712866,.1903915,.3355534,,-.7636718,.3637249,.5419847,226352.3
7034,"Ramgarh","India","All Classes",27.57845,76.81126,1.013393,1.003939,.2432828,,.9829124,-.0243202,-.1383152,,.0465562,-.4851376,.2465411,22508.32
7035,"Khetia","India","All Classes",21.67163,74.5854,1.01843,1.014812,.2013831,,.9675721,.3403366,.4308825,,-1.022543,-.6077917,.2050945,11166.93
7036,"Niphad","India","All Classes",20.07591,74.11075,1.016056,1.022075,.3617435,,.9629403,.1685207,.811082,,-1.34534,-.1383643,.3675517,29924.71
7037,"Ratnagiri","India","All Classes",16.99692,73.31709,.9945142,1.033973,.484375,,.973069,-1.39117,1.43391,,-.6394556,.2206186,.4817178,107994.1
7038,"Sardarpur","India","All Classes",22.67521,74.93869,1.031131,1.011841,.0282536,,.9584598,1.259928,.2753518,,-1.657598,-1.114599,.0291331,1542.031
7039,"N/A","India","All Classes",18.67002,73.72252,1.027805,1.029195,.4681306,,.9453474,1.019168,1.183799,,-2.57143,.1730659,.4811472,27068.4
7040,"Junnar","India","All Classes",19.20495,73.87396,1.007867,1.044345,.4553504,,.9500636,-.4243982,1.976892,,-2.242743,.135654,.4589327,30163.09
7041,"Pune","India","All Classes",18.56912,73.8525,1.027174,1.003177,.4681306,,.9704622,.9734152,-.1782104,,-.8211253,.1730659,.4808514,3116116
7042,"Ferozepur Jhirka","India","All Classes",27.78735,76.94562,1.0122,1.006248,.2432828,,.9818131,-.1106899,-.0174627,,-.0300596,-.4851376,.2462508,12853.64
7043,"Akole","India","All Classes",19.53988,73.99818,1.011294,,.4322395,,,-.1763108,,,,.0680009,.4371211,58884.03
7044,"Lote","India","All Classes",17.60961,73.48505,1.006095,,.4490218,,,-.5526711,,,,.1171282,.4517588,32542.49
7045,"rmqi","China","All Classes",43.85979,87.5984,1.032338,.975219,.4817656,1.054579,.9932898,1.347324,-1.641771,.9929595,.7697752,.2129801,.4973449,1472819
7046,"N/A","India","All Classes",21.93649,74.74578,1.015287,1.006949,.2013831,,.9781461,.1128167,.0192437,,-.2856161,-.6077917,.2044617,28347.35
7047,"Chandvad","India","All Classes",20.32656,74.24303,1.029569,1.014754,.3617435,,.9571587,1.146837,.4278247,,-1.748271,-.1383643,.3724398,24454.25
7048,"Sardhana","India","All Classes",29.14322,77.60805,.9974649,1.021617,.4886045,,.9813278,-1.177533,.7871249,,-.0638813,.2329999,.4873659,45316.82
7049,"N/A","India","All Classes",26.48788,76.43716,1.012446,1.010908,.1057882,,.9770496,-.092867,.2264766,,-.3620326,-.8876293,.1071049,6202.088
7050,"Dondaicha","India","All Classes",21.32662,74.56452,1.016609,1.006704,.2577019,,.9771115,.2085164,.0064507,,-.3577207,-.4429282,.261982,22267.34
7051,"Chiplun","India","All Classes",17.52652,73.52489,.9882585,,.4534049,,.9447704,-1.844087,,,-2.611641,.1299589,.4480813,92605.09
7052,"Pansemal","India","All Classes",21.65638,74.69708,1.032887,1.016692,.2013831,,.952265,1.387096,.5292695,,-2.089329,-.6077917,.208006,11458.45
7053,"Lasalgaon","India","All Classes",20.14115,74.23233,1.019708,1.022075,.3617435,,.9594926,.4328688,.811082,,-1.585622,-.1383643,.3688725,33940.23
7054,"Uttarkashi","India","All Classes",30.72985,78.43105,1.00712,1.039487,.5892668,,.9552126,-.4785142,1.722556,,-1.883902,.5276713,.5934622,29924.82
7055,"Haridwar","India","All Classes",29.93946,78.10121,1.024535,1.016608,.5767221,1.059196,.9601075,.7823696,.5248762,1.095951,-1.542766,.490949,.5908719,372606.2
7056,"Khatauli","India","All Classes",29.28166,77.73096,.9978729,1.01878,.4886045,,.9836584,-1.147994,.6385959,,.0985432,.2329999,.4875652,83081.4
7057,"Lachhmangarh","India","All Classes",27.36576,76.86423,1.021084,1.017861,.1849771,,.9621659,.5325301,.5904883,,-1.399312,-.6558176,.1888771,14572.94
7058,"Narayangaon","India","All Classes",19.11679,73.97582,1.024932,1.044345,.4553504,,,.8111451,1.976892,,,.135654,.4667033,44658.62
7059,"Manchar","India","All Classes",19.0155,73.94875,1.011227,,.4553504,,,-.1811355,,,,.135654,.4604626,48098.29
7060,"Lakheri","India","All Classes",25.66161,76.18333,1.008915,1.017487,.0746474,,.9741294,-.3485151,.570887,,-.5655522,-.9787887,.0753129,6547.762
7061,"Meerut","India","All Classes",28.98586,77.69905,1.011947,1.009991,.482235,,.9784189,-.1290047,.1784813,,-.2666034,.214354,.4879962,1034706
7062,"Sakrai","India","All Classes",26.91763,76.6892,1.005206,1.004332,.1661086,,.9905297,-.6170492,-.1177405,,.5774213,-.7110518,.1669734,9314.537
7063,"Modinagar","India","All Classes",28.83021,77.57417,1.022766,.9952155,.482235,,.9824408,.6543298,-.5949789,,.01369,.214354,.4932137,147501.1
7064,"Prithla","India","All Classes",28.23194,77.29465,1.035237,1.020688,.328979,,.9463839,1.557237,.7384494,,-2.499193,-.2342765,.3405713,27007.83
7065,"Bamanwas","India","All Classes",26.55735,76.56173,.9998983,1.005077,.1661086,,.99505,-1.00135,-.0787564,,.8924502,-.7110518,.1660917,10291.03
7066,"Sawai Madhopur","India","All Classes",26.01373,76.36351,1.014877,1.023121,.1057882,,.9630741,.0831176,.8658232,,-1.336014,-.8876293,.107362,30643.9
7067,"Daurala","India","All Classes",29.12515,77.70963,1.002461,1.021617,.4886045,,.976437,-.8158109,.7871249,,-.4047271,.2329999,.489807,36459.44
7068,"Gandhwani","India","All Classes",22.34011,75.00774,1.023467,1.01712,.045042,,.9606252,.7050279,.5517101,,-1.506688,-1.065453,.046099,3998.977
7069,"Barwani","India","All Classes",22.03512,74.90694,1.028286,1.014181,.1557212,,.9588937,1.053976,.3978456,,-1.627357,-.7414592,.1601259,24376.47
7070,"Laksar","India","All Classes",29.74722,78.0285,1.030482,1.006536,.5767221,,.9641181,1.212949,-.0023545,,-1.263258,.490949,.5943018,39284.4
7071,"Mandawar","India","All Classes",27.15369,76.84759,1.017273,1.001241,.1849771,,.9818016,.2566166,-.2795491,,-.0308572,-.6558176,.1881722,11392.23
7072,"Pahari","India","All Classes",27.70867,77.08863,1.007964,1.015648,.2745624,,.976814,-.4173813,.4746156,,-.3784532,-.393572,.276749,24092.23
7073,"Govindgarh","India","All Classes",27.49865,76.99586,1.030142,1.017861,.1849771,,.9537054,1.188369,.5904883,,-1.988944,-.6558176,.1905527,9754.664
7074,"Nagda","India","All Classes",23.44889,75.41225,1.010023,1.001543,-.0320602,,.9885507,-.2683079,-.2637233,,.4395012,-1.291157,-.0323815,-4516.75
7075,"Sangamner","India","All Classes",19.58235,74.20158,1.006557,1.037438,.4116859,1.03136,.957634,-.5192867,1.615326,.4749801,-1.715147,.0078338,.4143852,125845.5
7076,"Morana","India","All Classes",29.50054,77.9334,,1.055619,.5332613,,,,2.56707,,,.3637249,,32216.54
7077,"Palwal","India","All Classes",28.14895,77.33167,1.016586,1.023315,.328979,,.9612724,.2068679,.8759952,,-1.461585,-.2342765,.3344355,72825.58
7078,"Suwasra","India","All Classes",24.07074,75.64912,1.002583,1.019603,-.0348167,,.9782467,-.8069556,.68168,,-.2786084,-1.299226,-.0349067,-2005.946
7079,"Gangdhar","India","All Classes",23.94038,75.6099,1.006998,1.019517,-.0469403,,.9740401,-.4873264,.6771868,,-.5717749,-1.334716,-.0472688,-3974.054
7080,"Dadri","India","All Classes",28.53588,77.52925,1.04673,.982099,.482235,,.9727696,2.389345,-1.281613,,-.6603168,.214354,.5047699,61234.12
7081,"Rishikesh","India","All Classes",30.08707,78.27538,1.015926,1.002328,.5799069,1.081167,.9820366,.159113,-.22263,1.58609,-.0144822,.500272,.5891428,194708.2
7082,"Punhana","India","All Classes",27.87223,77.20699,1.030578,1.001739,.2745624,,.968645,1.219915,-.2535015,,-.9477716,-.393572,.282958,38152.7
7083,"Sikari","India","All Classes",27.57739,77.0742,1.023864,1.021709,.2745624,,.9559398,.7338206,.7918988,,-1.833224,-.393572,.2811146,15113.55
7084,"Malegaon","India","All Classes",20.55316,74.52849,1.017831,1.011378,.2972627,,.9714288,.2969748,.2511076,,-.7537604,-.3271207,.302563,247913.8
7085,"Greater Noida","India","All Classes",28.46084,77.52705,1.044804,.9860577,.4143977,,.97065,2.249921,-1.07438,,-.8080403,.0157721,.4329646,58074.51
7086,"Fukang","China","All Classes",44.14973,87.98352,1.005545,1.013027,.4879873,.9972829,.9816972,-.5925115,.337413,-.2852285,-.0381349,.2311929,.4906932,31927.51
7087,"Todabhim","India","All Classes",26.91763,76.81239,1.011141,1.000574,.1661086,,.9884149,-.1873671,-.3144956,,.4300384,-.7110518,.1679592,9745.18
7088,"Bhawani Mandi","India","All Classes",24.40957,75.82756,1.011675,1.012044,-.0348167,,.9766966,-.1486919,.2859543,,-.3866407,-1.299226,-.0352232,-2554.432
7089,"Manmad","India","All Classes",20.25375,74.43941,1.009382,1.016864,.3617435,,.9742747,-.3146905,.5382869,,-.5554249,-.1383643,.3651375,78941.63
7090,"Bhor","India","All Classes",18.14692,73.8437,1.030586,1.029991,.4700937,,.9420679,1.220493,1.225485,,-2.799982,.1788126,.4844721,28856.82
7091,"Devrukh","India","All Classes",17.08064,73.60548,.9804601,,.4682117,,,-2.408705,,,,.1733031,.4590628,31691.02
7092,"Manawar","India","All Classes",22.23532,75.0834,1.021557,1.009214,.045042,,.9699605,.5667604,.1378372,,-.8560935,-1.065453,.046013,4889.976
7093,"New Tehri","India","All Classes",30.37741,78.43636,,,.5799069,,,,,,,.500272,,32296.43
7094,"Muthiyani","India","All Classes",28.59773,77.60743,1.043025,.9795194,.482235,,.9787963,2.12107,-1.41665,,-.2403046,.214354,.502983,26097.49
7095,"Aurangabad","India","All Classes",28.03144,77.33875,1.026355,1.019878,.328979,,.9553313,.9141552,.6960892,,-1.875632,-.2342765,.3376493,21812.06
7096,"Lanja","India","All Classes",16.85921,73.54926,.9916656,,.4533482,,,-1.597411,,,,.1297928,.4495698,23770.79
7097,"Suket","India","All Classes",24.64264,75.98273,1.019041,.9947519,-.0167284,,.9864919,.3846132,-.619248,,.2960147,-1.246276,-.0170469,-1791.38
7098,"Anjad","India","All Classes",22.04054,75.0464,1.030032,1.019731,.045042,,.9520584,1.180359,.6883947,,-2.103726,-1.065453,.0463947,2281.377
7099,"Mahwa","India","All Classes",27.05002,76.93372,1.026389,1.002821,.1849771,,.9715485,.9166324,-.1968444,,-.7454192,-.6558176,.1898585,25703.44
7100,"Nival","India","All Classes",21.68133,74.92087,1.028499,1.030601,.2013831,,.943421,1.069365,1.257424,,-2.705683,-.6077917,.2071223,10538.05
7101,"Miranpur","India","All Classes",29.29029,77.94556,,1.055619,.4886045,,.9785296,,2.56707,,-.2588936,.2329999,,34084.7
7102,"Nagar","India","All Classes",27.42416,77.09676,1.009136,1.021709,.2182612,,.9698918,-.3325393,.7918988,,-.8608788,-.5583839,.2202552,28179.06
7103,"Gangapur","India","All Classes",26.48229,76.73059,1.016817,1.011768,.14568,,.9720222,.2236033,.2715201,,-.7124034,-.7708532,.1481299,50104.38
7104,"Kherli","India","All Classes",27.20757,77.04198,1.017734,1.010392,.2182612,,.972469,.2899751,.1994991,,-.6812694,-.5583839,.2221319,35950.76
7105,"Shirpur","India","All Classes",21.34928,74.8797,1.022994,1.019723,.2577019,,.9586164,.6707889,.6879516,,-1.646682,-.4429282,.2636274,43294.71
7106,"Yeola","India","All Classes",20.04319,74.48412,1.017845,1.018129,.3617435,,.9649748,.2979846,.6044856,,-1.203557,-.1383643,.3681986,62525.9
7107,"Shikrapur","India","All Classes",18.67415,74.10896,1.039447,1.04712,.449512,,,1.862013,2.122163,,,.1185631,.4672438,44127.57
7108,"Hapur","India","All Classes",28.73397,77.78587,1.019416,1.002193,.482235,,.9788073,.4117316,-.2297004,,-.2395402,.214354,.4915978,202028.5
7109,"Dhule","India","All Classes",20.89443,74.76838,1.018375,1.012911,.2972627,,.9694402,.3363664,.3313723,,-.8923535,-.3271207,.3027248,183561.1
7110,"Mawana","India","All Classes",29.09488,77.91959,.9861447,1.029054,.4886045,,.9854196,-1.99713,1.176417,,.2212847,.2329999,.4818348,47994.83
7111,"Hodal","India","All Classes",27.89441,77.37783,1.016168,1.018117,.2745624,,.9665781,.1765906,.6038678,,-1.091819,-.393572,.2790014,30530.13
7112,"Itawa","India","All Classes",25.54074,76.3812,1.011373,1.023463,.0746474,,.9660876,-.1705799,.8837458,,-1.126002,-.9787887,.0754964,4078.391
7113,"Dhar","India","All Classes",22.59947,75.31145,1.016884,1.016048,.0098753,,.967864,.2284366,.4955773,,-1.002197,-1.168398,.010042,826.0038
7114,"Saswad","India","All Classes",18.34882,74.02683,1.013903,1.019133,.4492903,,.9677707,.0126461,.6570739,,-1.008702,.1179141,.455537,25290.9
7115,"Sikandarabad","India","All Classes",28.46515,77.67786,1.010105,1.000453,.4143977,,.9895472,-.2623526,-.320786,,.5089473,.0157721,.4185853,113017.2
7116,"Kaman","India","All Classes",27.64938,77.27238,1.016681,1.01032,.2745624,,.9735463,.2137295,.1956986,,-.6061906,-.393572,.2791423,42995.77
7117,"Pipaliya","India","All Classes",24.51793,76.02435,,1.027652,-.028595,,,,1.10301,,,-1.281013,,-3226.459
7118,"Kopargaon","India","All Classes",19.89352,74.48296,1.005704,1.031187,.4116859,,.9642565,-.581041,1.288083,,-1.253616,.0078338,.414034,80812.95
7119,"Mehidpur","India","All Classes",23.48511,75.65986,1.007026,1.015236,-.0322251,,.9781204,-.4852895,.4530611,,-.2874106,-1.29164,-.0324516,-2764.976
7120,"N/A","India","All Classes",21.94037,75.131,1.024895,1.011594,.1681652,,.9645268,.8084609,.2624153,,-1.234774,-.7050315,.1723517,12740.1
7121,"Shirdi","India","All Classes",19.76966,74.47353,1.024502,1.042219,.4116859,,,.7800047,1.865606,,,.0078338,.4217731,41845.75
7122,"Bijnor","India","All Classes",29.38091,78.1364,1.003383,1.024205,.5245867,,.9730753,-.7490506,.9225676,,-.6390153,.3383314,.5263613,151490.9
7123,"Sri Mahaveer Ji","India","All Classes",26.6955,76.91055,1.027609,1.004332,.1661086,,.9689349,1.00497,-.1177405,,-.9275667,-.7110518,.1706948,15679.9
7124,"Sapotra","India","All Classes",26.29726,76.74641,1.03933,,.14568,,,1.853589,,,,-.7708532,.1514096,7649.401
7125,"Tianshan","China","All Classes",41.76857,86.13998,1.020474,1.026424,.3235857,,.9547093,.488357,1.038759,,-1.918978,-.2500644,.3302108,126917.7
7126,"Kiratpur","India","All Classes",29.50291,78.19793,1.01476,1.001499,.5767221,,.98398,.0746507,-.2660573,,.120958,.490949,.5852345,55068.3
7127,"Jewar","India","All Classes",28.1224,77.56212,1.042935,.992381,.4143977,,.9661942,2.114553,-.7433644,,-1.118575,.0157721,.4321898,25752.44
7128,"Nandgaon","India","All Classes",20.30722,74.65601,1.015859,1.02332,.372623,,.9619557,.1542192,.8762697,,-1.413964,-.1065164,.3785324,34239.55
7129,"Loni","India","All Classes",19.58171,74.46066,.9958988,1.042219,.4116859,,.9634422,-1.290918,1.865606,,-1.310364,.0078338,.4099976,27543.27
7130,"Ghansali","India","All Classes",30.42875,78.65887,,,.61743,,,,,,,.6101142,,49643.55
7131,"Sendhwa","India","All Classes",21.68648,75.09803,1.025766,1.012112,.1681652,,.9632144,.8715444,.2895238,,-1.32624,-.7050315,.1724982,37846.71
7132,"Gulavthi","India","All Classes",28.58092,77.78884,1.020735,1.004409,.482235,,.975386,.5072415,-.1137216,,-.4779782,.214354,.492234,36683.66
7133,"Kosi Kalan","India","All Classes",27.78614,77.43714,1.007679,1.023791,.2745624,,.9693179,-.4380092,.900932,,-.9008733,-.393572,.2766708,46850.86
7134,"Mau","India","All Classes",26.82048,77.01232,1.004778,1.006346,.1873765,,.9889692,-.6480601,-.0123393,,.4686662,-.6487936,.1882718,9961.783
7135,"Najibabad","India","All Classes",29.61283,78.32748,1.00602,.9988,.5767221,,.9952102,-.5581259,-.4073348,,.9036161,.490949,.5801941,156862.2
7136,"Nadbai","India","All Classes",27.21433,77.20368,1.025118,1.017103,.2182612,,.9590933,.8246266,.5508177,,-1.613446,-.5583839,.2237436,23443.5
7137,"Jhalawar","India","All Classes",24.59287,76.16215,1.011883,1.041049,-.028595,,.9492892,-.133674,1.804368,,-2.296716,-1.281013,-.0289348,-3670.518
7138,"Karegaon","India","All Classes",18.77989,74.27625,,1.047094,.449512,,,,2.120765,,,.1185631,,55292.46
7139,"Satara","India","All Classes",17.68649,74.01386,1.009893,1.03045,.4512653,,.9609437,-.2777329,1.24948,,-1.48449,.1236957,.4557296,133501.2
7140,"Deeg","India","All Classes",27.47261,77.32543,1.002538,1.015113,.2182612,,.9826178,-.8102008,.4466209,,.0260232,-.5583839,.2188153,27592.89
7141,"Hindaun","India","All Classes",26.74922,77.02847,1.018858,1.002913,.1873765,,.9786404,.3713389,-.1920206,,-.2511714,-.6487936,.19091,77960.56
7142,"Jejuri","India","All Classes",18.26815,74.16804,1.027985,1.019133,.4492903,,.954514,1.032175,.6570739,,-1.932591,.1179141,.4618637,29570.42
7143,"Jhalrapatan","India","All Classes",24.54221,76.18229,1.020442,1.041049,-.028595,,.9413264,.4860525,1.804368,,-2.851661,-1.281013,-.0291795,-2096.519
7144,"Kali Devi","India","All Classes",26.33942,76.89455,,1.057896,.14568,,.9743865,,2.686244,,-.547632,-.7708532,,7921.893
7145,"Bulandshahr","India","All Classes",28.4046,77.84113,1.007179,1.004334,.4143977,,.9885874,-.4742246,-.1176219,,.44206,.0157721,.4173726,237051.5
7146,"Chhata","India","All Classes",27.71884,77.50304,1.021114,1.023791,.3559275,,.9565647,.5346878,.900932,,-1.78967,-.1553896,.3634425,18373.67
7147,"Kankavali","India","All Classes",16.26875,73.71272,.9927284,1.034497,.447042,,.9737335,-1.520466,1.461381,,-.5931388,.1113326,.4437913,36858.77
7148,"Singhawali","India","All Classes",28.76539,77.99739,1.012314,1.019794,.482235,,.9686615,-.1024214,.6916897,,-.9466168,.214354,.4881733,36884.06
7149,"Kudal","India","All Classes",16.00046,73.6868,.9892535,1.049335,.447042,,.9633369,-1.772049,2.238111,,-1.317704,.1113326,.4422379,26346.08
7150,"Karauli","India","All Classes",26.49716,77.02236,1.041591,1.057896,.1559949,,,2.017257,2.686244,,,-.7406579,.1624829,49099.98
7151,"Sheopur","India","All Classes",25.67301,76.69315,1.005344,,.0790076,,,-.6070805,,,,-.966025,.0794298,12429.22
7152,"N/A","India","All Classes",22.62391,75.60059,1.041758,1.019005,-.0156775,,.9420123,2.029383,.6503779,,-2.803858,-1.243199,-.0163321,-3203.705
7153,"Shrirampur","India","All Classes",19.61848,74.64752,1.008012,1.026074,.3956084,,.9668422,-.413903,1.020424,,-1.073413,-.0392304,.3987781,72805.73
7154,"Yanqi","China","All Classes",42.06404,86.56984,1.020906,1.035539,.3388765,,.9459059,.5196182,1.515897,,-2.532503,-.2053034,.3459609,22492.9
7155,"Kotdwar","India","All Classes",29.74392,78.50854,.989273,1.031334,.6270308,1.099397,.9801322,-1.770638,1.295753,1.992762,-.1472016,.6382192,.6203047,72445.5
7156,"Govardhan","India","All Classes",27.50044,77.46708,1.011725,1.028736,.2745624,,.960801,-.1450582,1.159773,,-1.494434,-.393572,.2777817,57603.42
7157,"Kumher","India","All Classes",27.315,77.37914,.9994591,1.026599,.2182612,,.9746173,-1.033151,1.047907,,-.5315478,-.5583839,.2181432,14705.04
7158,"Ujjain","India","All Classes",23.17525,75.79787,1.012449,1.010098,-.0322251,,.9778295,-.0926426,.1841101,,-.307682,-1.29164,-.0326263,-17021.77
7159,"Amalner","India","All Classes",21.04291,75.06307,1.0224,1.009012,.2471542,,.9693546,.6278069,.1272659,,-.8983144,-.4738046,.2526905,30238.29
7160,"Vaijapur","India","All Classes",19.92614,74.72491,1.0222,1.009754,.3956084,,.9688317,.6133415,.1661064,,-.9347614,-.0392304,.404391,46551.78
7161,"Baran","India","All Classes",25.09853,76.50838,1.00786,1.018476,.0189395,,.9742018,-.4249247,.6226953,,-.5605052,-1.141864,.0190884,2946.615
7162,"Srinagar","India","All Classes",30.22613,78.79874,.9983848,1.034036,.61743,1.109352,.9686485,-1.110928,1.437243,2.214842,-.9475265,.6101142,.6164327,80749.75
7163,"Khurja","India","All Classes",28.2389,77.84652,1.011318,.9956075,.4143977,,.9931709,-.1745242,-.5744603,,.761488,.0157721,.419088,185703.2
7164,"Baroda","India","All Classes",25.49168,76.65771,1.001723,1.046181,.0189395,,.9542134,-.8692277,2.072989,,-1.953539,-1.141864,.0189721,1054.243
7165,"N/A","India","All Classes",22.21597,75.47302,1.019841,1.011229,.045042,,.9696574,.4425095,.2432821,,-.8772164,-1.065453,.0459357,3284.627
7166,"Chandpur","India","All Classes",29.13865,78.28175,1.010641,1.001837,.5245867,,.9876574,-.2235997,-.2483656,,.3772456,.3383314,.5301685,119667.7
7167,"Garhmuktesar","India","All Classes",28.78665,78.08847,1.009508,1.019794,.4988565,,.9713545,-.3056194,.6916897,,-.7589362,.2630108,.5035995,40762.1
7168,"Balwadi","India","All Classes",21.44297,75.22185,1.019219,.9904881,.2471542,,.990566,.3974647,-.8424565,,.5799511,-.4738046,.2519042,22418.46
7169,"Agar","India","All Classes",23.71819,76.0127,1.024994,1.016783,-.0410667,,.9595118,.81559,.5340746,,-1.58428,-1.317522,-.0420931,-2951.597
7170,"Nagina","India","All Classes",29.44073,78.42921,.9949543,1.022808,.5245867,,.9826586,-1.3593,.8494607,,.0288686,.3383314,.5219398,37244.27
7171,"Bayana","India","All Classes",26.91657,77.28994,1.019863,1.001726,.1873765,,.9788339,.4441494,-.2541567,,-.2376876,-.6487936,.1910984,50938.23
7172,"Supe","India","All Classes",18.95821,74.51997,,1.042878,.4497633,,,,1.900091,,,.1192988,,22746.42
7173,"Pauri","India","All Classes",30.14054,78.78061,.9775439,,.61743,1.038149,.9640763,-2.619843,,.6264147,-1.266169,.6101142,.6035649,45571.17
7174,"Nahtaur","India","All Classes",29.32509,78.38569,1.003136,1.003604,.5245867,,.9932942,-.7669426,-.1558571,,.7700825,.3383314,.5262318,34152.24
7175,"Rahuri","India","All Classes",19.39202,74.64777,1.000539,1.021843,.3642268,1.045631,.9780965,-.9549328,.7989193,.7933426,-.2890722,-.1310946,.3644233,24749.2
7176,"Siyana","India","All Classes",28.62937,78.06424,.9929581,1.030826,.4988565,,.9769753,-1.503834,1.2692,,-.3672167,.2630108,.4953436,53543.88
7177,"Pithampur","India","All Classes",22.61406,75.689,1.04091,1.017033,-.0156775,,.9446087,1.967957,.5471172,,-2.62291,-1.243199,-.0163188,-2464.678
7178,"Parola","India","All Classes",20.87649,75.11559,1.015773,1.012571,.2248826,,.9722499,.1479791,.3135683,,-.6965353,-.539001,.2284296,11789.17
7179,"Chalisgaon","India","All Classes",20.46439,75.01067,1.009352,1.013683,.3644104,,.9773613,-.3168655,.3717543,,-.3403114,-.1305572,.3678185,75770.02
7180,"Dhanaura","India","All Classes",28.9602,78.25409,1.006858,1.003684,.4988565,,.989544,-.4974936,-.1516823,,.5087271,.2630108,.5022774,42928.84
7181,"N/A","India","All Classes",28.08168,77.84682,1.02216,1.046511,.4143977,,,.6104415,2.09025,,,.0157721,.4235809,21620.49
7182,"Uchain","India","All Classes",27.0937,77.41069,1.009173,1.001028,.2182612,,.9898921,-.3298292,-.2906821,,.5329863,-.5583839,.2202634,13479.22
7183,"Vrindavan","India","All Classes",27.5691,77.66631,1.03471,1.006713,.3559275,,.9600094,1.519071,.0069188,,-1.549603,-.1553896,.3682817,95945.14
7184,"Bharatpur","India","All Classes",27.21826,77.49707,1.02066,1.013357,.2182612,,.9668432,.5018558,.354724,,-1.073338,-.5583839,.2227706,85834.3
7185,"Sawantwadi","India","All Classes",15.90194,73.82426,.9802914,1.055128,.4369106,1.0151,.9668064,-2.420918,2.541372,.1122514,-1.075905,.0816748,.4282998,25282.1
7186,"Gajraula","India","All Classes",28.83122,78.24872,1.017543,1.004892,.4988565,,.977976,.2761225,-.088454,,-.2974757,.2630108,.5076078,111683.3
7187,"Mathura","India","All Classes",27.49672,77.66207,1.026266,1.020944,.2350993,,.9544178,.9076734,.7518476,,-1.939291,-.5090933,.2412743,83963.44
7188,"Karad","India","All Classes",17.28744,74.18394,1.013521,1.022451,.4658766,,.9649937,-.0150333,.8307831,,-1.20224,.1664676,.4721758,90663.58
7189,"Khair","India","All Classes",27.94114,77.84146,1.019484,1.030321,.3559275,,.9520223,.4167117,1.242721,,-2.106244,-.1553896,.3628625,37259.82
7190,"Indore","India","All Classes",22.68108,75.84162,1.027586,1.001329,-.0156775,,.9718629,1.003252,-.2749249,,-.723507,-1.243199,-.0161099,-45252.47
7191,"Maheshwar","India","All Classes",22.17278,75.58599,1.01292,1.002064,.0369425,,.985211,-.0585418,-.236465,,.2067458,-1.089164,.0374198,1863.2
7192,"Panaji","India","All Classes",15.49265,73.8215,1.002828,1.021355,.472167,,.9778956,-.7892017,.7734022,,-.3030753,.1848818,.4735025,126182.8
7193,"Chopda","India","All Classes",21.24353,75.29919,1.019534,1.004179,.2471542,,.9767578,.420328,-.1257407,,-.3823704,-.4738046,.2519822,33962.02
7194,"Noorpur","India","All Classes",29.14975,78.40717,1.007988,1.001837,.5245867,,.990256,-.4156206,-.2483656,,.5583463,.3383314,.5287772,54281.57
7195,"Shikarpur","India","All Classes",28.27686,78.00706,.9989731,1.010482,.4529543,,.990644,-1.068339,.2041982,,.5853887,.1286398,.4524891,58030.31
7196,"Mant","India","All Classes",27.63667,77.71312,1.021859,1.045859,.3559275,,,.5886052,2.056114,,,-.1553896,.3637075,20211.51
7197,"Ahmadnagar","India","All Classes",19.11228,74.73027,1.008916,1.014795,.3642268,,.9767125,-.3484806,.4299901,,-.3855316,-.1310946,.3674741,215843.6
7198,"Dhampur","India","All Classes",29.30437,78.51205,1.010171,1.003604,.5575891,,.9863769,-.2576142,-.1558571,,.2880017,.4349402,.5632601,108778.9
7199,"N/A","India","All Classes",18.403,74.52013,,1.02202,.4496326,,,,.8082238,,,.1189163,,24121.76
7200,"Jahangirabad","India","All Classes",28.40422,78.1066,1.001285,1.007981,.4529543,,.9908085,-.9009205,.073286,,.5968494,.1286398,.4535365,62637.44
7201,"Gabhana","India","All Classes",28.05199,77.95743,1.029964,1.046511,.4143977,,,1.175457,2.09025,,,.0157721,.4268148,27206.74
7202,"Vasco da Gama","India","All Classes",15.39184,73.83245,1.0094,1.000341,.472167,,.9925396,-.3133786,-.3266895,,.7174932,.1848818,.4766056,48063.72
7203,"Phaltan","India","All Classes",17.98446,74.43534,.9919293,1.024771,.4512653,,.983767,-1.578319,.9522347,,.1061117,.1236957,.4476233,54978.41
7204,"Hasanpur","India","All Classes",28.72591,78.28444,.9966834,1.010184,.4988565,,.9932128,-1.234118,.1886033,,.7644123,.2630108,.497202,37401.17
7205,"N/A","India","All Classes",28.61456,78.25227,1.027583,1.010184,.4988565,,.9633471,1.003028,.1886033,,-1.316989,.2630108,.5126163,33143.17
7206,"Gonda","India","All Classes",27.8379,77.88036,1.005244,1.040849,.3559275,,.9557417,-.614296,1.793891,,-1.847028,-.1553896,.357794,23011.54
7207,"Gokul","India","All Classes",27.4,77.69185,1.016015,1.036798,.2350993,,.9493055,.1654912,1.581796,,-2.295578,-.5090933,.2388643,57910.85
